network_id,structure,n_controls,total_Q,depth,mode,rho,seed,task,index_time_s,mdp_time_s,mdp_status,mdp_states,ell,probs
17,"Par(Ser(Par(Par(v0,v1),Par(v2,v3)),v4),Ser(Par(Ser(v5,Ser(v6,Par(v7,v8))),v9),Ser(v10,v11)))",12,37,6,random,0.9,0,both,0.001842,48.030646,ok,640211,"{""v0"": 0.120891, ""v1"": 0.049312, ""v2"": 0.123092, ""v3"": 0.07224, ""v4"": 0.226164, ""v5"": 0.006132, ""v6"": 0.034612, ""v7"": 0.156087, ""v8"": 0.100596, ""v9"": 0.002055, ""v10"": 0.038823, ""v11"": 0.069996}","{""v0"": [0.7668, 0.3025], ""v1"": [0.7739, 0.5924], ""v2"": [0.8496, 0.7808, 0.7659, 0.6757, 0.6608, 0.6239, 0.6143, 0.5942, 0.5874, 0.4126], ""v3"": [0.7782, 0.6877, 0.6232, 0.2234], ""v4"": [0.8621, 0.3077], ""v5"": [0.708, 0.3735, 0.2846], ""v6"": [0.8025, 0.7464], ""v7"": [0.8211, 0.3706], ""v8"": [0.8646, 0.3776, 0.2], ""v9"": [0.7778, 0.5076, 0.2529], ""v10"": [0.671, 0.3909], ""v11"": [0.8527, 0.3647]}"
18,"Par(Par(v0,Par(Par(Ser(v1,Par(v2,Ser(v3,v4))),Par(v5,v6)),v7)),Par(v8,v9))",10,20,7,random,0.9,0,both,0.000661,1.626511,ok,12957,"{""v0"": 0.010092, ""v1"": 0.201818, ""v2"": 0.06341, ""v3"": 0.127078, ""v4"": 0.055475, ""v5"": 0.11266, ""v6"": 0.096913, ""v7"": 0.049594, ""v8"": 0.083122, ""v9"": 0.199838}","{""v0"": [0.7412, 0.3244], ""v1"": [0.8514], ""v2"": [0.6373, 0.457], ""v3"": [0.3595], ""v4"": [0.4432, 0.3056, 0.2532], ""v5"": [0.5259, 0.3822], ""v6"": [0.8492, 0.8463], ""v7"": [0.8274], ""v8"": [0.8012, 0.7393, 0.7159, 0.2598, 0.2496], ""v9"": [0.8033]}"
19,"Ser(Ser(Par(v0,Ser(v1,v2)),Par(v3,v4)),Ser(Par(Ser(v5,v6),Par(v7,v8)),v9))",10,32,4,random,0.9,0,both,0.003210,1.231592,ok,26516,"{""v0"": 0.087463, ""v1"": 0.044337, ""v2"": 0.332756, ""v3"": 0.076547, ""v4"": 0.11379, ""v5"": 0.084065, ""v6"": 0.022678, ""v7"": 0.14385, ""v8"": 0.026995, ""v9"": 0.067519}","{""v0"": [0.8974, 0.7898, 0.7744, 0.5843, 0.4265], ""v1"": [0.7603, 0.6911, 0.4659, 0.3789, 0.3228, 0.2171], ""v2"": [0.7075, 0.598, 0.2935], ""v3"": [0.607], ""v4"": [0.7248, 0.64, 0.5923, 0.3206], ""v5"": [0.899, 0.7159], ""v6"": [0.8419, 0.5192, 0.4768], ""v7"": [0.6078, 0.2498, 0.2297, 0.228], ""v8"": [0.6683, 0.4849, 0.35], ""v9"": [0.245]}"
20,"Par(Par(Ser(v0,v1),Ser(Par(Par(v2,Ser(v3,v4)),Ser(v5,v6)),Par(v7,v8))),v9)",10,24,6,random,0.9,0,both,0.001139,2.052774,ok,29738,"{""v0"": 0.141381, ""v1"": 0.217199, ""v2"": 0.024045, ""v3"": 0.071383, ""v4"": 0.002539, ""v5"": 0.094108, ""v6"": 0.171601, ""v7"": 0.216268, ""v8"": 0.052541, ""v9"": 0.008935}","{""v0"": [0.7528, 0.5413], ""v1"": [0.8791, 0.7666, 0.4154], ""v2"": [0.7245, 0.4178], ""v3"": [0.4815, 0.2489], ""v4"": [0.2274], ""v5"": [0.7433, 0.717, 0.5389, 0.4876], ""v6"": [0.8864, 0.3789], ""v7"": [0.4909, 0.425], ""v8"": [0.884, 0.5819, 0.5494], ""v9"": [0.7791, 0.5466, 0.4818]}"
21,"Par(Ser(v0,Ser(v1,Ser(Ser(v2,v3),v4))),Par(Ser(v5,Par(v6,Ser(v7,v8))),Par(v9,v10)))",11,25,5,random,0.9,0,both,0.001251,0.242214,ok,3209,"{""v0"": 0.031265, ""v1"": 0.212752, ""v2"": 0.084285, ""v3"": 0.310499, ""v4"": 0.011953, ""v5"": 0.04228, ""v6"": 0.037982, ""v7"": 0.086423, ""v8"": 0.097377, ""v9"": 0.061125, ""v10"": 0.024059}","{""v0"": [0.37], ""v1"": [0.8392, 0.4535], ""v2"": [0.4405, 0.4209], ""v3"": [0.4129], ""v4"": [0.7259, 0.5107], ""v5"": [0.794, 0.7647, 0.7598, 0.742, 0.6268, 0.3508], ""v6"": [0.8466, 0.6046, 0.3172], ""v7"": [0.8398, 0.2657], ""v8"": [0.7783, 0.4858], ""v9"": [0.6163], ""v10"": [0.8341, 0.8257, 0.7621]}"
22,"Ser(Par(Par(v0,v1),Ser(v2,Ser(v3,Par(Ser(Par(v4,v5),v6),Par(v7,v8))))),Ser(Par(Ser(v9,v10),v11),v12))",13,42,7,random,0.9,0,both,0.005131,45.786657,ok,864594,"{""v0"": 0.119234, ""v1"": 0.37711, ""v2"": 0.038626, ""v3"": 0.001477, ""v4"": 0.065016, ""v5"": 0.001847, ""v6"": 0.015326, ""v7"": 0.012977, ""v8"": 0.105947, ""v9"": 0.001971, ""v10"": 0.1098, ""v11"": 0.01122, ""v12"": 0.139449}","{""v0"": [0.8259, 0.6183], ""v1"": [0.8831, 0.6988, 0.5934], ""v2"": [0.875, 0.7828, 0.5328, 0.3141, 0.2439], ""v3"": [0.7722, 0.7717], ""v4"": [0.4737, 0.3867, 0.2315], ""v5"": [0.8065], ""v6"": [0.8378, 0.7403, 0.6757, 0.4455, 0.2441], ""v7"": [0.8314], ""v8"": [0.8623, 0.7888, 0.7244, 0.4523, 0.3612], ""v9"": [0.5496, 0.4327, 0.4036], ""v10"": [0.7259, 0.5487, 0.5142, 0.5075], ""v11"": [0.8825, 0.6109, 0.5554, 0.3822, 0.3059], ""v12"": [0.8921, 0.8098, 0.2844]}"
23,"Ser(Ser(Par(Ser(v0,v1),Ser(v2,v3)),Ser(v4,Ser(v5,Ser(Par(v6,Ser(v7,v8)),v9)))),Par(Par(v10,v11),Par(v12,v13)))",14,37,7,random,0.9,0,both,0.013622,3.691897,ok,28954,"{""v0"": 0.123534, ""v1"": 0.029551, ""v2"": 0.151923, ""v3"": 0.143529, ""v4"": 0.115495, ""v5"": 0.017607, ""v6"": 0.037591, ""v7"": 0.104892, ""v8"": 0.011421, ""v9"": 0.009652, ""v10"": 0.022252, ""v11"": 0.00217, ""v12"": 0.129668, ""v13"": 0.100715}","{""v0"": [0.6354], ""v1"": [0.4466, 0.2885, 0.2001], ""v2"": [0.4577, 0.2825, 0.2153], ""v3"": [0.5114, 0.3718, 0.3402], ""v4"": [0.5089, 0.3549], ""v5"": [0.6973, 0.2692], ""v6"": [0.6857, 0.4636, 0.3222, 0.298], ""v7"": [0.8961, 0.758, 0.707], ""v8"": [0.6015, 0.3396], ""v9"": [0.5451, 0.3199], ""v10"": [0.6497], ""v11"": [0.7589, 0.464, 0.3802], ""v12"": [0.8146, 0.7765, 0.6974, 0.6564, 0.6517, 0.4195], ""v13"": [0.718, 0.5309]}"
24,"Ser(Ser(Par(Par(v0,v1),Par(v2,v3)),Ser(Ser(v4,v5),Par(v6,v7))),Par(v8,Par(v9,v10)))",11,36,4,random,0.9,0,both,0.003792,6.145760,ok,123175,"{""v0"": 0.033651, ""v1"": 0.011421, ""v2"": 0.067935, ""v3"": 0.154553, ""v4"": 0.086811, ""v5"": 0.142175, ""v6"": 0.21031, ""v7"": 0.018232, ""v8"": 0.050379, ""v9"": 0.028756, ""v10"": 0.195777}","{""v0"": [0.6854, 0.6748, 0.6405, 0.6041, 0.4916, 0.4663, 0.3184], ""v1"": [0.7296], ""v2"": [0.7139, 0.5489], ""v3"": [0.8703, 0.8295, 0.5988, 0.567, 0.4137, 0.3322], ""v4"": [0.3581], ""v5"": [0.7672, 0.6935, 0.6604, 0.5477, 0.4121], ""v6"": [0.8482, 0.4825], ""v7"": [0.8865, 0.8107, 0.7316, 0.6743], ""v8"": [0.8823, 0.746, 0.7126, 0.3134], ""v9"": [0.3516], ""v10"": [0.8525, 0.6205, 0.4011]}"
25,"Par(Par(Ser(v0,Par(v1,v2)),Ser(Par(v3,Par(v4,Par(v5,v6))),Ser(Par(Par(v7,v8),Par(Ser(v9,Ser(v10,v11)),Par(v12,Par(v13,Par(v14,Ser(v15,v16)))))),Ser(Ser(v17,Ser(Ser(v18,v19),Par(v20,Par(v21,Ser(v22,Ser(Ser(v23,Par(v24,Par(v25,v26))),v27)))))),Ser(v28,v29))))),v30)",31,129,14,random,0.9,0,both,0.034099,-1,timeout,,"{""v0"": 0.01588, ""v1"": 0.020664, ""v2"": 0.012111, ""v3"": 0.000978, ""v4"": 0.038075, ""v5"": 0.008132, ""v6"": 0.024389, ""v7"": 0.070391, ""v8"": 0.0065, ""v9"": 0.036598, ""v10"": 0.127, ""v11"": 0.010194, ""v12"": 0.050428, ""v13"": 0.030567, ""v14"": 0.084748, ""v15"": 0.039337, ""v16"": 0.036862, ""v17"": 0.000938, ""v18"": 0.009156, ""v19"": 0.031381, ""v20"": 0.021674, ""v21"": 0.007119, ""v22"": 0.01681, ""v23"": 0.026621, ""v24"": 0.090601, ""v25"": 0.048622, ""v26"": 0.020823, ""v27"": 0.023722, ""v28"": 0.074677, ""v29"": 0.012924, ""v30"": 0.002078}","{""v0"": [0.3176, 0.2723], ""v1"": [0.7959, 0.7379, 0.5348, 0.329], ""v2"": [0.7604, 0.312, 0.2942, 0.2432, 0.2218], ""v3"": [0.8799, 0.6173, 0.4854, 0.4671], ""v4"": [0.735, 0.5263], ""v5"": [0.4271, 0.3898, 0.3102], ""v6"": [0.8811, 0.7038, 0.5066, 0.5037, 0.2633], ""v7"": [0.8, 0.6444, 0.5781, 0.4095, 0.2916], ""v8"": [0.8331, 0.8044, 0.804, 0.5448, 0.4594], ""v9"": [0.8702, 0.5264, 0.5087, 0.4999, 0.4349, 0.3571], ""v10"": [0.8929, 0.8401, 0.8183, 0.6026], ""v11"": [0.742, 0.6841, 0.6183, 0.2177, 0.2033], ""v12"": [0.8951, 0.6712, 0.6535, 0.4937, 0.3624], ""v13"": [0.8138, 0.7804, 0.7785, 0.5749, 0.5743, 0.3142], ""v14"": [0.8321, 0.8116, 0.4927, 0.4461, 0.3624, 0.2198], ""v15"": [0.8772, 0.6762, 0.441, 0.3345], ""v16"": [0.7613, 0.7277, 0.5708, 0.529], ""v17"": [0.6627, 0.6411, 0.5058, 0.3415, 0.3301], ""v18"": [0.7951, 0.5925, 0.4169, 0.2356], ""v19"": [0.8947, 0.7823, 0.7415, 0.5162], ""v20"": [0.8916, 0.8362, 0.7439, 0.6837], ""v21"": [0.8765, 0.8466, 0.4059, 0.2347], ""v22"": [0.3421, 0.3355], ""v23"": [0.8798, 0.8582, 0.5552, 0.5362, 0.3952], ""v24"": [0.5989, 0.5885, 0.2339], ""v25"": [0.7615, 0.4781], ""v26"": [0.6012, 0.2678, 0.2474], ""v27"": [0.4964, 0.3498, 0.3196], ""v28"": [0.7919, 0.7416, 0.6656, 0.6271, 0.5054, 0.405, 0.388, 0.2042], ""v29"": [0.8585, 0.2199, 0.2164], ""v30"": [0.7375, 0.4461, 0.3661, 0.2705]}"
26,"Par(Ser(Par(Ser(v0,Par(Ser(v1,v2),Par(v3,v4))),Ser(v5,v6)),v7),Par(Ser(v8,v9),Par(Ser(v10,v11),Par(Ser(Ser(v12,Par(v13,Par(v14,v15))),Ser(Ser(v16,Ser(v17,v18)),Ser(Ser(Par(Par(v19,v20),v21),Ser(Ser(v22,Ser(v23,Par(v24,Par(v25,Ser(v26,v27))))),Par(v28,Ser(Par(v29,v30),Par(v31,Par(v32,v33)))))),Ser(v34,Ser(v35,v36))))),Par(Ser(v37,v38),Ser(v39,v40))))))",41,111,14,random,0.9,0,both,0.021263,-1,timeout,,"{""v0"": 0.007717, ""v1"": 0.01262, ""v2"": 0.012949, ""v3"": 0.06055, ""v4"": 0.013125, ""v5"": 0.005649, ""v6"": 0.003038, ""v7"": 0.009782, ""v8"": 0.034331, ""v9"": 0.10751, ""v10"": 0.056267, ""v11"": 0.011019, ""v12"": 0.012045, ""v13"": 0.031056, ""v14"": 0.001102, ""v15"": 0.007989, ""v16"": 0.001486, ""v17"": 0.00677, ""v18"": 0.058048, ""v19"": 0.011669, ""v20"": 0.021128, ""v21"": 0.009062, ""v22"": 0.002614, ""v23"": 0.019613, ""v24"": 0.085693, ""v25"": 0.01207, ""v26"": 0.078155, ""v27"": 0.017753, ""v28"": 0.00311, ""v29"": 0.012972, ""v30"": 0.052085, ""v31"": 0.053297, ""v32"": 0.01578, ""v33"": 0.004265, ""v34"": 0.006433, ""v35"": 0.020103, ""v36"": 0.022932, ""v37"": 0.005638, ""v38"": 0.060848, ""v39"": 0.013771, ""v40"": 0.017956}","{""v0"": [0.4313], ""v1"": [0.56, 0.5396, 0.5126], ""v2"": [0.6058, 0.3511], ""v3"": [0.4559, 0.4247, 0.3256], ""v4"": [0.7146, 0.4459], ""v5"": [0.3479], ""v6"": [0.554], ""v7"": [0.8124, 0.7121, 0.5349, 0.4664, 0.4327], ""v8"": [0.8871, 0.7939, 0.7327], ""v9"": [0.4366, 0.2117], ""v10"": [0.7631, 0.6521, 0.5792, 0.4361, 0.367], ""v11"": [0.8787, 0.8214, 0.6746, 0.328], ""v12"": [0.787, 0.5694, 0.2992], ""v13"": [0.6278, 0.6201, 0.3038], ""v14"": [0.6605, 0.6435], ""v15"": [0.8734, 0.5866, 0.5706, 0.5626, 0.3672, 0.2442], ""v16"": [0.8446, 0.7665, 0.4643, 0.3926, 0.2701], ""v17"": [0.8965, 0.561, 0.5029], ""v18"": [0.8575, 0.8228, 0.679, 0.2938, 0.2447], ""v19"": [0.5645, 0.4529, 0.381], ""v20"": [0.6234, 0.3358, 0.2266], ""v21"": [0.7552, 0.5857], ""v22"": [0.8227, 0.4065, 0.3844, 0.3409], ""v23"": [0.3026], ""v24"": [0.5935, 0.5625, 0.3678, 0.2602], ""v25"": [0.6395], ""v26"": [0.8814, 0.7874, 0.7814, 0.6343, 0.5447, 0.2452], ""v27"": [0.5613, 0.4244, 0.3393], ""v28"": [0.8299, 0.7739, 0.6449, 0.3187, 0.3057], ""v29"": [0.6277, 0.453, 0.4211], ""v30"": [0.5647, 0.2482], ""v31"": [0.764], ""v32"": [0.6667, 0.2663], ""v33"": [0.3718, 0.2863], ""v34"": [0.3977], ""v35"": [0.5451], ""v36"": [0.6428], ""v37"": [0.8862], ""v38"": [0.8536], ""v39"": [0.6497, 0.4805, 0.3144], ""v40"": [0.8386, 0.4576]}"
39,"Ser(Ser(v0,v1),Par(Ser(v2,v3),Ser(Ser(Ser(v4,Ser(v5,v6)),Par(v7,Par(v8,v9))),Par(v10,Ser(v11,v12)))))",13,42,6,random,0.9,0,both,0.005518,1.730755,ok,20736,"{""v0"": 0.001083, ""v1"": 0.026857, ""v2"": 0.007672, ""v3"": 0.046337, ""v4"": 0.010159, ""v5"": 0.030374, ""v6"": 0.002476, ""v7"": 0.092105, ""v8"": 0.204172, ""v9"": 0.010827, ""v10"": 0.104173, ""v11"": 0.235138, ""v12"": 0.228627}","{""v0"": [0.8133, 0.2836], ""v1"": [0.6699, 0.4548], ""v2"": [0.7303, 0.5712, 0.4433, 0.3109, 0.246], ""v3"": [0.2153], ""v4"": [0.8913, 0.8261, 0.3933], ""v5"": [0.7162, 0.6396, 0.2341], ""v6"": [0.8053, 0.7021, 0.3932, 0.2982, 0.2255], ""v7"": [0.786, 0.6775, 0.5141, 0.4939, 0.3717], ""v8"": [0.7515, 0.6246], ""v9"": [0.7765, 0.6547, 0.3282, 0.3197], ""v10"": [0.724, 0.6914, 0.4947, 0.4305], ""v11"": [0.7834, 0.5931, 0.5859], ""v12"": [0.8803, 0.7218, 0.4206]}"
40,"Par(Par(Ser(Ser(Ser(Par(v0,v1),Ser(v2,Ser(v3,v4))),Ser(Ser(Ser(v5,v6),v7),v8)),v9),Ser(Par(v10,v11),v12)),v13)",14,45,7,random,0.9,0,both,0.004559,3.651440,ok,40783,"{""v0"": 0.18703, ""v1"": 0.157835, ""v2"": 0.145326, ""v3"": 0.019322, ""v4"": 0.006042, ""v5"": 0.101153, ""v6"": 0.053646, ""v7"": 0.026851, ""v8"": 0.104231, ""v9"": 0.003148, ""v10"": 0.029025, ""v11"": 0.046295, ""v12"": 0.074544, ""v13"": 0.045552}","{""v0"": [0.8773, 0.7905], ""v1"": [0.8596, 0.2973], ""v2"": [0.8139, 0.5786, 0.4897], ""v3"": [0.7035, 0.6116, 0.4862, 0.4401], ""v4"": [0.8489, 0.5648, 0.2051], ""v5"": [0.8169, 0.8149, 0.5605], ""v6"": [0.8312, 0.7764], ""v7"": [0.4879, 0.3485, 0.3069, 0.2198], ""v8"": [0.8757, 0.7677, 0.63, 0.5569, 0.3052], ""v9"": [0.81, 0.764, 0.4852, 0.3273], ""v10"": [0.7824, 0.395, 0.3106], ""v11"": [0.5256, 0.5119], ""v12"": [0.8628, 0.8394, 0.8084, 0.6873, 0.5566, 0.3571], ""v13"": [0.7301, 0.3522]}"
41,"Ser(Par(v0,Ser(v1,v2)),Par(v3,Ser(v4,Ser(Par(Ser(Par(v5,Par(v6,v7)),v8),v9),Ser(v10,v11)))))",12,30,8,random,0.9,0,both,0.003368,4.951439,ok,85042,"{""v0"": 0.240847, ""v1"": 0.204681, ""v2"": 0.084983, ""v3"": 0.095234, ""v4"": 0.027267, ""v5"": 0.008513, ""v6"": 0.071568, ""v7"": 0.07852, ""v8"": 0.065152, ""v9"": 0.025045, ""v10"": 0.097902, ""v11"": 0.000288}","{""v0"": [0.4542, 0.4129, 0.3426], ""v1"": [0.6907, 0.5648], ""v2"": [0.3341, 0.2094], ""v3"": [0.8986, 0.7559, 0.7119, 0.6613, 0.523], ""v4"": [0.883, 0.7621, 0.6987], ""v5"": [0.882], ""v6"": [0.5504, 0.5331, 0.4214], ""v7"": [0.721, 0.659, 0.6229], ""v8"": [0.6706], ""v9"": [0.2423], ""v10"": [0.794, 0.662, 0.4513], ""v11"": [0.6446, 0.4605, 0.2426]}"
42,"Par(Ser(v0,v1),Ser(Par(Ser(Ser(v2,Par(v3,v4)),Par(Par(v5,v6),Ser(v7,Ser(v8,v9)))),Ser(v10,v11)),Ser(v12,v13)))",14,36,7,random,0.9,0,both,0.002716,13.789105,ok,209548,"{""v0"": 0.023117, ""v1"": 0.083081, ""v2"": 0.061252, ""v3"": 0.007661, ""v4"": 0.073596, ""v5"": 0.040146, ""v6"": 0.202114, ""v7"": 0.056581, ""v8"": 0.141326, ""v9"": 0.043786, ""v10"": 0.037883, ""v11"": 0.07587, ""v12"": 0.057648, ""v13"": 0.095939}","{""v0"": [0.5427, 0.3547, 0.2402], ""v1"": [0.4621, 0.328, 0.2196], ""v2"": [0.7711, 0.741, 0.3219], ""v3"": [0.7339, 0.7292, 0.7107], ""v4"": [0.685, 0.6239, 0.3554, 0.2452], ""v5"": [0.4693], ""v6"": [0.23], ""v7"": [0.5557], ""v8"": [0.7799], ""v9"": [0.7242, 0.6136, 0.2795], ""v10"": [0.6666, 0.6609, 0.5988, 0.4196], ""v11"": [0.8629, 0.7454, 0.4188, 0.2109], ""v12"": [0.3915, 0.2227], ""v13"": [0.7839, 0.7236, 0.431]}"
43,"Par(v0,Ser(Par(Par(Ser(Ser(v1,v2),v3),Par(Ser(v4,v5),Ser(v6,v7))),Ser(Ser(v8,Par(v9,v10)),v11)),Par(Ser(v12,v13),v14)))",15,45,6,random,0.9,0,both,0.003994,176.911144,ok,1987932,"{""v0"": 0.013287, ""v1"": 0.001928, ""v2"": 0.157268, ""v3"": 0.050218, ""v4"": 0.111921, ""v5"": 0.105975, ""v6"": 0.066075, ""v7"": 0.122456, ""v8"": 0.046449, ""v9"": 0.01727, ""v10"": 0.008679, ""v11"": 0.132362, ""v12"": 0.008087, ""v13"": 0.084368, ""v14"": 0.073657}","{""v0"": [0.7974, 0.7425], ""v1"": [0.7909, 0.7533, 0.5966], ""v2"": [0.7942, 0.7705], ""v3"": [0.8794, 0.7247, 0.2572], ""v4"": [0.8504, 0.85, 0.3779], ""v5"": [0.7689, 0.7431], ""v6"": [0.8719, 0.6069, 0.5789, 0.5589, 0.3697, 0.2939, 0.2367], ""v7"": [0.8831, 0.6995, 0.4673, 0.358, 0.3141], ""v8"": [0.6832, 0.5942], ""v9"": [0.6825, 0.6138], ""v10"": [0.3935, 0.2331], ""v11"": [0.282], ""v12"": [0.6827, 0.3823, 0.3558], ""v13"": [0.8221, 0.4459, 0.4265, 0.31], ""v14"": [0.7107, 0.375, 0.3079, 0.2635]}"
