source,network_id,n_controls,total_Q,binary_work,nary_work,work_speedup,runtime_exact_s,iters_exact,est_nary_runtime_s
b1r10,32,43,102,772,432,1.7870,1700.446358,346000,951.5451
b1r10,33,37,122,861,500,1.7220,1699.012137,254040,986.6505
b1r10,34,32,117,753,539,1.3970,1708.708073,287120,1223.0991
b1r10,35,42,133,1059,460,2.3022,6.869607,1160,2.9840
b1r10,36,31,113,640,506,1.2648,91.861025,21372,72.6276
b1r10,37,41,116,939,695,1.3511,102.021772,21260,75.5113
b1r10,38,42,126,928,518,1.7915,5.790164,1220,3.2320
b1r10,39,13,42,196,145,1.3517,0.094645,62,0.0700
b1r10,40,14,45,227,97,2.3402,115.527564,56562,49.3664
b1r10,41,12,30,133,106,1.2547,6.013343,5530,4.7926
b1r10,42,14,36,162,141,1.1489,10.220383,7695,8.8955
b1r10,43,15,45,227,174,1.3046,68.819398,39171,52.7514
b1r1,0,13,46,182,75,2.4267,0.926566,873,0.3818
b1r1,1,14,45,193,115,1.6783,175.157625,132500,104.3685
b1r1,2,13,31,116,96,1.2083,121.248385,120000,100.3435
b1r1,3,12,43,162,100,1.6200,201.712433,82500,124.5138
b1r1,4,14,47,195,118,1.6525,248.931215,100500,150.6353
b1r1,5,15,39,171,86,1.9884,0.934544,631,0.4700
b1r1,6,14,46,202,134,1.5075,105.698613,64410,70.1169
b1r1,7,12,31,130,94,1.3830,1.958901,1892,1.4164
b1r1,8,14,49,218,159,1.3711,105.061943,59925,76.6277
b1r1,9,10,23,87,59,1.4746,1.280153,2230,0.8681
b1r1,10,12,38,204,80,2.5500,123.311879,60000,48.3576
b1r1,11,11,36,129,93,1.3871,157.244978,111000,113.3627
b1r1,12,14,45,199,100,1.9900,1.511216,1105,0.7594
b1r1,13,12,35,160,96,1.6667,87.846280,49500,52.7078
b1r1,14,14,34,150,76,1.9737,0.817447,797,0.4142
b1r1,15,14,45,238,97,2.4536,5.242117,3825,2.1365
b1r1,16,10,27,96,71,1.3521,97.297677,102371,71.9597
b1r1,17,12,37,149,120,1.2417,114.566075,74213,92.2680
b1r1,18,10,20,84,37,2.2703,62.498131,56500,27.5289
b1r1,19,10,32,116,77,1.5065,0.601138,715,0.3990
b1r1,20,10,24,96,70,1.3714,99.241630,84500,72.3637
b1r1,21,11,25,93,57,1.6316,90.566715,79000,55.5086
b1r1,22,13,42,181,138,1.3116,6.455938,5334,4.9222
b1r1,23,14,37,159,83,1.9157,0.693752,666,0.3621
b1r1,24,11,36,132,66,2.0000,1.732504,1636,0.8663
b1r1,25,31,129,961,402,2.3905,359.499343,60500,150.3837
b1r1,26,41,111,893,340,2.6265,690.838868,99000,263.0294
b1r1,27,43,150,1040,625,1.6640,55.070163,9155,33.0950
b1r1,28,44,144,1145,614,1.8648,921.744366,63500,494.2804
b1r1,29,38,148,1142,495,2.3071,5.021149,892,2.1764
b1r1,30,44,100,702,416,1.6875,255.169008,56717,151.2113
b1r1,31,35,150,1263,702,1.7991,1203.004474,128500,668.6533
b1r1,32,43,102,772,432,1.7870,633.352115,104500,354.4147
b1r1,33,37,122,861,500,1.7220,979.495160,138500,568.8125
b1r1,34,32,117,753,539,1.3970,702.374748,110000,502.7623
b1r1,35,42,133,1059,460,2.3022,3.615191,551,1.5703
b1r1,36,31,113,640,506,1.2648,560.360913,129000,443.0353
b1r1,37,41,116,939,695,1.3511,573.092313,107442,424.1738
b1r1,38,42,126,928,518,1.7915,13.069490,2960,7.2953
b1r1,39,13,42,196,145,1.3517,2.799886,2313,2.0713
b1r1,40,14,45,227,97,2.3402,185.271842,88000,79.1690
b1r1,41,12,30,133,106,1.2547,37.752773,39250,30.0887
b1r1,42,14,36,162,141,1.1489,52.640766,39306,45.8170
b1r1,43,15,45,227,174,1.3046,170.341631,94000,130.5702
b1r5,0,13,46,182,75,2.4267,0.102447,85,0.0422
b1r5,1,14,45,193,115,1.6783,356.883371,225338,212.6507
b1r5,2,13,31,116,96,1.2083,181.342143,154500,150.0763
b1r5,3,12,43,162,100,1.6200,691.993887,264000,427.1567
b1r5,4,14,47,195,118,1.6525,706.427723,288000,427.4793
b1r5,5,15,39,171,86,1.9884,0.408933,323,0.2057
b1r5,6,14,46,202,134,1.5075,72.562656,47455,48.1356
b1r5,7,12,31,130,94,1.3830,1.302718,1484,0.9420
b1r5,8,14,49,218,159,1.3711,69.046554,38113,50.3596
b1r5,9,10,23,87,59,1.4746,0.649245,1056,0.4403
b1r5,10,12,38,204,80,2.5500,301.105037,145500,118.0804
b1r5,11,11,36,129,93,1.3871,104.476845,72477,75.3205
b1r5,12,14,45,199,100,1.9900,0.645407,464,0.3243
b1r5,13,12,35,160,96,1.6667,276.862311,159500,166.1174
b1r5,14,14,34,150,76,1.9737,0.398381,377,0.2018
b1r5,15,14,45,238,97,2.4536,0.981123,731,0.3999
b1r5,16,10,27,96,71,1.3521,53.472691,50305,39.5475
b1r5,17,12,37,149,120,1.2417,87.164347,56949,70.1995
b1r5,18,10,20,84,37,2.2703,131.200813,122500,57.7908
b1r5,19,10,32,116,77,1.5065,0.621982,757,0.4129
b1r5,20,10,24,96,70,1.3714,236.043348,208000,172.1149
b1r5,21,11,25,93,57,1.6316,147.396397,131000,90.3397
b1r5,22,13,42,181,138,1.3116,2.640444,2237,2.0132
b1r5,23,14,37,159,83,1.9157,0.114952,105,0.0600
b1r5,24,11,36,132,66,2.0000,0.262762,253,0.1314
b1r5,25,31,129,961,402,2.3905,1126.507030,190583,471.2340
b1r5,26,41,111,893,340,2.6265,1547.738847,229000,589.2847
b1r5,27,43,150,1040,625,1.6640,9.272888,1613,5.5726
b1r5,28,44,144,1145,614,1.8648,1781.214538,143500,955.1666
b1r5,29,38,148,1142,495,2.3071,2.751078,522,1.1925
b1r5,30,44,100,702,416,1.6875,194.478753,46196,115.2467
b1r5,31,35,150,1263,702,1.7991,3174.939419,378500,1764.6932
b1r5,32,43,102,772,432,1.7870,1237.603048,230000,692.5447
b1r5,33,37,122,861,500,1.7220,2290.079063,349500,1329.8949
b1r5,34,32,117,753,539,1.3970,1732.352606,293000,1240.0240
b1r5,35,42,133,1059,460,2.3022,6.181451,1041,2.6850
b1r5,36,31,113,640,506,1.2648,250.430047,59996,197.9963
b1r5,37,41,116,939,695,1.3511,426.888880,85904,315.9614
b1r5,38,42,126,928,518,1.7915,7.087024,1701,3.9559
b1r5,39,13,42,196,145,1.3517,0.520407,406,0.3850
b1r5,40,14,45,227,97,2.3402,464.361365,234500,198.4275
b1r5,41,12,30,133,106,1.2547,14.512836,13819,11.5666
b1r5,42,14,36,162,141,1.1489,15.309892,11780,13.3253
b1r5,43,15,45,227,174,1.3046,429.481916,244768,329.2064
rw_b100r10,0,7,26,96,54,1.7778,0.014772,15,0.0083
rw_b100r10,1,8,29,100,77,1.2987,0.629458,605,0.4847
rw_b100r10,2,11,43,163,61,2.6721,616.799224,241000,230.8267
rw_b100r10,3,11,11,39,30,1.3000,0.000695,1,0.0005
rw_b100r10,4,12,37,147,97,1.5155,674.746451,231899,445.2409
rw_b100r10,5,18,18,138,25,5.5200,0.188714,106,0.0342
rw_b100r10,6,45,45,1034,45,22.9778,3685.448570,287737,160.3919
rw_b100r10,7,25,25,324,25,12.9600,0.021785,9,0.0017
rw_b100r10,8,9,9,44,9,4.8889,0.021610,52,0.0044
rw_b100r10,9,27,27,271,57,4.7544,0.108680,62,0.0229
rw_b100r10,10,6,6,17,12,1.4167,0.000210,1,0.0001
rw_b100r10,11,21,21,138,48,2.8750,0.048817,44,0.0170
rw_b100r10,12,22,22,249,24,10.3750,8.529687,4249,0.8221
rw_b100r10,13,53,53,795,84,9.4643,0.001471,1,0.0002
rw_b100r10,14,25,25,246,35,7.0286,136.653709,57657,19.4426
rw_b100r10,15,10,10,54,10,5.4000,0.044245,92,0.0082
rw_b100r10,16,23,23,275,23,11.9565,0.023744,12,0.0020
rw_b100r10,17,34,34,594,34,17.4706,0.047252,11,0.0027
rw_b100r10,18,22,22,249,24,10.3750,8.552957,4249,0.8244
rw_b100r10,19,23,23,241,33,7.3030,0.042976,21,0.0059
rw_b100r10,20,30,30,464,30,15.4667,349.792408,91500,22.6159
rw_b100r10,21,16,16,135,16,8.4375,0.087223,78,0.0103
rw_b100r10,22,27,27,187,59,3.1695,1.523300,828,0.4806
rw_b100r1,0,7,26,96,54,1.7778,5.954831,7178,3.3496
rw_b100r1,1,8,29,100,77,1.2987,2.802300,2865,2.1578
rw_b100r1,2,11,43,163,61,2.6721,127.202109,40500,47.6032
rw_b100r1,3,11,11,39,30,1.3000,0.000633,1,0.0005
rw_b100r1,4,12,37,147,97,1.5155,337.221201,110000,222.5201
rw_b100r1,5,18,18,138,25,5.5200,0.131102,74,0.0238
rw_b100r1,6,45,45,1034,45,22.9778,1066.525837,82500,46.4155
rw_b100r1,7,25,25,324,25,12.9600,0.002170,1,0.0002
rw_b100r1,8,9,9,44,9,4.8889,0.008357,20,0.0017
rw_b100r1,9,27,27,271,57,4.7544,0.097835,55,0.0206
rw_b100r1,10,6,6,17,12,1.4167,0.000225,1,0.0002
rw_b100r1,11,21,21,138,48,2.8750,0.015782,14,0.0055
rw_b100r1,12,22,22,249,24,10.3750,33.389957,16172,3.2183
rw_b100r1,13,53,53,795,84,9.4643,0.001614,1,0.0002
rw_b100r1,14,25,25,246,35,7.0286,242.508175,99411,34.5032
rw_b100r1,15,10,10,54,10,5.4000,0.058850,127,0.0109
rw_b100r1,16,23,23,275,23,11.9565,0.007085,4,0.0006
rw_b100r1,17,34,34,594,34,17.4706,0.006303,2,0.0004
rw_b100r1,18,22,22,249,24,10.3750,32.692759,16172,3.1511
rw_b100r1,19,23,23,241,33,7.3030,0.003702,2,0.0005
rw_b100r1,20,30,30,464,30,15.4667,151.777624,38500,9.8132
rw_b100r1,21,16,16,135,16,8.4375,0.026810,24,0.0032
rw_b100r1,22,27,27,187,59,3.1695,14.334554,7986,4.5227
rw_b100r5,0,7,26,96,54,1.7778,0.137219,153,0.0772
rw_b100r5,1,8,29,100,77,1.2987,1.652588,1636,1.2725
rw_b100r5,2,11,43,163,61,2.6721,320.525801,121500,119.9514
rw_b100r5,3,11,11,39,30,1.3000,0.000660,1,0.0005
rw_b100r5,4,12,37,147,97,1.5155,960.822052,330000,634.0118
rw_b100r5,5,18,18,138,25,5.5200,0.186336,107,0.0338
rw_b100r5,6,45,45,1034,45,22.9778,3020.685395,237000,131.4612
rw_b100r5,7,25,25,324,25,12.9600,0.011973,5,0.0009
rw_b100r5,8,9,9,44,9,4.8889,0.015857,38,0.0032
rw_b100r5,9,27,27,271,57,4.7544,0.161673,91,0.0340
rw_b100r5,10,6,6,17,12,1.4167,0.000219,1,0.0002
rw_b100r5,11,21,21,138,48,2.8750,0.033019,30,0.0115
rw_b100r5,12,22,22,249,24,10.3750,26.908944,13255,2.5936
rw_b100r5,13,53,53,795,84,9.4643,0.001533,1,0.0002
rw_b100r5,14,25,25,246,35,7.0286,348.626112,143675,49.6013
rw_b100r5,15,10,10,54,10,5.4000,0.070897,150,0.0131
rw_b100r5,16,23,23,275,23,11.9565,0.024833,12,0.0021
rw_b100r5,17,34,34,594,34,17.4706,0.052867,12,0.0030
rw_b100r5,18,22,22,249,24,10.3750,26.768702,13255,2.5801
rw_b100r5,19,23,23,241,33,7.3030,0.026408,13,0.0036
rw_b100r5,20,30,30,464,30,15.4667,246.014332,64000,15.9061
rw_b100r5,21,16,16,135,16,8.4375,0.066403,58,0.0079
rw_b100r5,22,27,27,187,59,3.1695,8.039012,4425,2.5364
rw_b10r10,0,7,26,96,54,1.7778,0.014486,15,0.0081
rw_b10r10,1,8,29,100,77,1.2987,0.620871,605,0.4781
rw_b10r10,2,11,43,163,61,2.6721,611.284945,241000,228.7631
rw_b10r10,3,11,11,39,30,1.3000,0.000659,1,0.0005
rw_b10r10,4,12,37,147,97,1.5155,670.325167,231899,442.3234
rw_b10r10,5,18,18,138,25,5.5200,0.187625,106,0.0340
rw_b10r10,6,45,45,1034,45,22.9778,3680.734254,287737,160.1867
rw_b10r10,7,25,25,324,25,12.9600,0.028795,9,0.0022
rw_b10r10,8,9,9,44,9,4.8889,0.031313,52,0.0064
rw_b10r10,9,27,27,271,57,4.7544,0.142765,62,0.0300
rw_b10r10,10,6,6,17,12,1.4167,0.000279,1,0.0002
rw_b10r10,11,21,21,138,48,2.8750,0.066389,44,0.0231
rw_b10r10,12,22,22,249,24,10.3750,11.222135,4249,1.0817
rw_b10r10,13,53,53,795,84,9.4643,0.002147,1,0.0002
rw_b10r10,14,25,25,246,35,7.0286,181.834464,57657,25.8708
rw_b10r10,15,10,10,54,10,5.4000,0.059755,92,0.0111
rw_b10r10,16,23,23,275,23,11.9565,0.031810,12,0.0027
rw_b10r10,17,34,34,594,34,17.4706,0.064324,11,0.0037
rw_b10r10,18,22,22,249,24,10.3750,11.221683,4249,1.0816
rw_b10r10,19,23,23,241,33,7.3030,0.056315,21,0.0077
rw_b10r10,20,30,30,464,30,15.4667,449.476994,91500,29.0610
rw_b10r10,21,16,16,135,16,8.4375,0.112600,78,0.0133
rw_b10r10,22,27,27,187,59,3.1695,2.020907,828,0.6376
rw_b10r1,0,7,26,96,54,1.7778,5.845944,7178,3.2883
rw_b10r1,1,8,29,100,77,1.2987,2.771325,2865,2.1339
rw_b10r1,2,11,43,163,61,2.6721,124.717710,40500,46.6735
rw_b10r1,3,11,11,39,30,1.3000,0.000813,1,0.0006
rw_b10r1,4,12,37,147,97,1.5155,331.846609,110000,218.9736
rw_b10r1,5,18,18,138,25,5.5200,0.132271,74,0.0240
rw_b10r1,6,45,45,1034,45,22.9778,1070.569481,82500,46.5915
rw_b10r1,7,25,25,324,25,12.9600,0.002919,1,0.0002
rw_b10r1,8,9,9,44,9,4.8889,0.011710,20,0.0024
rw_b10r1,9,27,27,271,57,4.7544,0.131303,55,0.0276
rw_b10r1,10,6,6,17,12,1.4167,0.000312,1,0.0002
rw_b10r1,11,21,21,138,48,2.8750,0.021848,14,0.0076
rw_b10r1,12,22,22,249,24,10.3750,43.399066,16172,4.1830
rw_b10r1,13,53,53,795,84,9.4643,0.002256,1,0.0002
rw_b10r1,14,25,25,246,35,7.0286,317.786610,99411,45.2135
rw_b10r1,15,10,10,54,10,5.4000,0.079881,127,0.0148
rw_b10r1,16,23,23,275,23,11.9565,0.009536,4,0.0008
rw_b10r1,17,34,34,594,34,17.4706,0.008478,2,0.0005
rw_b10r1,18,22,22,249,24,10.3750,43.313503,16172,4.1748
rw_b10r1,19,23,23,241,33,7.3030,0.004975,2,0.0007
rw_b10r1,20,30,30,464,30,15.4667,195.261684,38500,12.6247
rw_b10r1,21,16,16,135,16,8.4375,0.036151,24,0.0043
rw_b10r1,22,27,27,187,59,3.1695,19.139567,7986,6.0387
rw_b10r5,0,7,26,96,54,1.7778,0.134101,153,0.0754
rw_b10r5,1,8,29,100,77,1.2987,1.632457,1636,1.2570
rw_b10r5,2,11,43,163,61,2.6721,319.520864,121500,119.5753
rw_b10r5,3,11,11,39,30,1.3000,0.000639,1,0.0005
rw_b10r5,4,12,37,147,97,1.5155,957.635348,330000,631.9090
rw_b10r5,5,18,18,138,25,5.5200,0.186373,107,0.0338
rw_b10r5,6,45,45,1034,45,22.9778,3020.246584,237000,131.4421
rw_b10r5,7,25,25,324,25,12.9600,0.015313,5,0.0012
rw_b10r5,8,9,9,44,9,4.8889,0.021278,38,0.0044
rw_b10r5,9,27,27,271,57,4.7544,0.209684,91,0.0441
rw_b10r5,10,6,6,17,12,1.4167,0.000295,1,0.0002
rw_b10r5,11,21,21,138,48,2.8750,0.045847,30,0.0159
rw_b10r5,12,22,22,249,24,10.3750,35.113229,13255,3.3844
rw_b10r5,13,53,53,795,84,9.4643,0.002158,1,0.0002
rw_b10r5,14,25,25,246,35,7.0286,449.493539,143675,63.9523
rw_b10r5,15,10,10,54,10,5.4000,0.094557,150,0.0175
rw_b10r5,16,23,23,275,23,11.9565,0.031033,12,0.0026
rw_b10r5,17,34,34,594,34,17.4706,0.066748,12,0.0038
rw_b10r5,18,22,22,249,24,10.3750,34.639707,13255,3.3388
rw_b10r5,19,23,23,241,33,7.3030,0.034858,13,0.0048
rw_b10r5,20,30,30,464,30,15.4667,312.024803,64000,20.1740
rw_b10r5,21,16,16,135,16,8.4375,0.085411,58,0.0101
rw_b10r5,22,27,27,187,59,3.1695,10.665300,4425,3.3650
rw_b1r10,0,7,26,96,54,1.7778,0.014756,15,0.0083
rw_b1r10,1,8,29,100,77,1.2987,0.637173,605,0.4906
rw_b1r10,2,11,43,163,61,2.6721,622.396030,241000,232.9212
rw_b1r10,3,11,11,39,30,1.3000,0.000717,1,0.0006
rw_b1r10,4,12,37,147,97,1.5155,682.815690,231899,450.5655
rw_b1r10,5,18,18,138,25,5.5200,0.191502,106,0.0347
rw_b1r10,6,45,45,1034,45,22.9778,3745.756818,287737,163.0165
rw_b1r10,7,25,25,324,25,12.9600,0.029602,9,0.0023
rw_b1r10,8,9,9,44,9,4.8889,0.030256,52,0.0062
rw_b1r10,9,27,27,271,57,4.7544,0.150283,62,0.0316
rw_b1r10,10,6,6,17,12,1.4167,0.000306,1,0.0002
rw_b1r10,11,21,21,138,48,2.8750,0.068485,44,0.0238
rw_b1r10,12,22,22,249,24,10.3750,11.650151,4249,1.1229
rw_b1r10,13,53,53,795,84,9.4643,0.002055,1,0.0002
rw_b1r10,14,25,25,246,35,7.0286,187.392186,57657,26.6615
rw_b1r10,15,10,10,54,10,5.4000,0.061687,92,0.0114
rw_b1r10,16,23,23,275,23,11.9565,0.032517,12,0.0027
rw_b1r10,17,34,34,594,34,17.4706,0.064064,11,0.0037
rw_b1r10,18,22,22,249,24,10.3750,11.484414,4249,1.1069
rw_b1r10,19,23,23,241,33,7.3030,0.059434,21,0.0081
rw_b1r10,20,30,30,464,30,15.4667,458.497247,91500,29.6442
rw_b1r10,21,16,16,135,16,8.4375,0.119202,78,0.0141
rw_b1r10,22,27,27,187,59,3.1695,2.067236,828,0.6522
rw_b1r1,0,7,26,96,54,1.7778,5.840268,7178,3.2852
rw_b1r1,1,8,29,100,77,1.2987,2.745479,2865,2.1140
rw_b1r1,2,11,43,163,61,2.6721,124.480441,40500,46.5847
rw_b1r1,3,11,11,39,30,1.3000,0.000629,1,0.0005
rw_b1r1,4,12,37,147,97,1.5155,329.513633,110000,217.4342
rw_b1r1,5,18,18,138,25,5.5200,0.128720,74,0.0233
rw_b1r1,6,45,45,1034,45,22.9778,1061.981193,82500,46.2178
rw_b1r1,7,25,25,324,25,12.9600,0.002790,1,0.0002
rw_b1r1,8,9,9,44,9,4.8889,0.011693,20,0.0024
rw_b1r1,9,27,27,271,57,4.7544,0.129990,55,0.0273
rw_b1r1,10,6,6,17,12,1.4167,0.000313,1,0.0002
rw_b1r1,11,21,21,138,48,2.8750,0.021612,14,0.0075
rw_b1r1,12,22,22,249,24,10.3750,43.054855,16172,4.1499
rw_b1r1,13,53,53,795,84,9.4643,0.002074,1,0.0002
rw_b1r1,14,25,25,246,35,7.0286,316.327185,99411,45.0059
rw_b1r1,15,10,10,54,10,5.4000,0.079418,127,0.0147
rw_b1r1,16,23,23,275,23,11.9565,0.009446,4,0.0008
rw_b1r1,17,34,34,594,34,17.4706,0.008181,2,0.0005
rw_b1r1,18,22,22,249,24,10.3750,43.187268,16172,4.1626
rw_b1r1,19,23,23,241,33,7.3030,0.004758,2,0.0007
rw_b1r1,20,30,30,464,30,15.4667,194.772551,38500,12.5931
rw_b1r1,21,16,16,135,16,8.4375,0.036072,24,0.0043
rw_b1r1,22,27,27,187,59,3.1695,18.991055,7986,5.9918
rw_b1r5,0,7,26,96,54,1.7778,0.135645,153,0.0763
rw_b1r5,1,8,29,100,77,1.2987,1.625292,1636,1.2515
rw_b1r5,2,11,43,163,61,2.6721,318.910996,121500,119.3471
rw_b1r5,3,11,11,39,30,1.3000,0.000627,1,0.0005
rw_b1r5,4,12,37,147,97,1.5155,977.076397,330000,644.7375
rw_b1r5,5,18,18,138,25,5.5200,0.191726,107,0.0347
rw_b1r5,6,45,45,1034,45,22.9778,3074.008051,237000,133.7818
rw_b1r5,7,25,25,324,25,12.9600,0.016033,5,0.0012
rw_b1r5,8,9,9,44,9,4.8889,0.022141,38,0.0045
rw_b1r5,9,27,27,271,57,4.7544,0.218277,91,0.0459
rw_b1r5,10,6,6,17,12,1.4167,0.000303,1,0.0002
rw_b1r5,11,21,21,138,48,2.8750,0.047213,30,0.0164
rw_b1r5,12,22,22,249,24,10.3750,36.519847,13255,3.5200
rw_b1r5,13,53,53,795,84,9.4643,0.002306,1,0.0002
rw_b1r5,14,25,25,246,35,7.0286,469.276512,143675,66.7670
rw_b1r5,15,10,10,54,10,5.4000,0.099160,150,0.0184
rw_b1r5,16,23,23,275,23,11.9565,0.032052,12,0.0027
rw_b1r5,17,34,34,594,34,17.4706,0.069135,12,0.0040
rw_b1r5,18,22,22,249,24,10.3750,36.264436,13255,3.4954
rw_b1r5,19,23,23,241,33,7.3030,0.035981,13,0.0049
rw_b1r5,20,30,30,464,30,15.4667,324.118183,64000,20.9559
rw_b1r5,21,16,16,135,16,8.4375,0.089827,58,0.0106
rw_b1r5,22,27,27,187,59,3.1695,10.938444,4425,3.4512
